lon,lat
-8.830393859849900196e+01,4.196843106173997029e+01
-8.830437407604800626e+01,4.196844324966188111e+01
-8.830508971641810945e+01,4.196853636087721640e+01
-8.830610494012935874e+01,4.196858431308088910e+01
-8.830653718569016064e+01,4.196862665418401406e+01
-8.830696409694292015e+01,4.196869258242706024e+01
-8.830752140761659064e+01,4.196881563663159653e+01
-8.830792828873077838e+01,4.196893249931266467e+01
-8.830832435961288240e+01,4.196906850132224065e+01
-8.830935084650819533e+01,4.196947609708622196e+01
-8.831052771434998760e+01,4.196990224463448982e+01
-8.831103417263356903e+01,4.197011518144835662e+01
-8.831139959338250378e+01,4.197029266394397240e+01
-8.831174933314953535e+01,4.197048692362255906e+01
-8.831207808977092100e+01,4.197070055945238920e+01
-8.831228144791505486e+01,4.197085552870486680e+01
-8.831246830142994497e+01,4.197102164612474695e+01
-8.831263458811116607e+01,4.197119949886116785e+01
-8.831318606272847660e+01,4.197196304687106050e+01
-8.831352920172116683e+01,4.197231297552499996e+01
-8.831427018050631261e+01,4.197298174329153397e+01
-8.831446806432748531e+01,4.197314059003439013e+01
-8.831468981083808956e+01,4.197328052778022567e+01
-8.831481323335854938e+01,4.197333771127125601e+01
-8.831508314507382806e+01,4.197341708031916596e+01
-8.831536897271924147e+01,4.197345519797611502e+01
-8.831580417809249184e+01,4.197344949668308089e+01
-8.831666288348857563e+01,4.197333634470717101e+01
-8.831738479670320885e+01,4.197327401254573687e+01
-8.831766901666678393e+01,4.197322931060801210e+01
-8.831780557922039065e+01,4.197319229857525613e+01
-8.831818553782281356e+01,4.197303354789170982e+01
-8.831901247386802822e+01,4.197259184229675100e+01
-8.831910674331135169e+01,4.197250960583752999e+01
-8.831917410318963846e+01,4.197241363221078103e+01
-8.831934292444303480e+01,4.197199897323053364e+01
-8.831935943428611324e+01,4.197189133573547082e+01
-8.831933442752323060e+01,4.197145844422486505e+01
-8.831939240987097151e+01,4.197113600509081976e+01
-8.831938679901341516e+01,4.197102787541000879e+01
-8.831929293480915533e+01,4.197071018371001117e+01
-8.831919815750123348e+01,4.197006339891228777e+01
-8.831914289183401934e+01,4.196985055551581212e+01
-8.831900302668343272e+01,4.196954256828443874e+01
-8.831832904363928094e+01,4.196834213464814667e+01
-8.831804361396942227e+01,4.196772733137601818e+01
-8.831786703098120483e+01,4.196720137358898484e+01
-8.831752841063547521e+01,4.196592461227813686e+01
-8.831743869175276984e+01,4.196571850567740825e+01
-8.831716945295309529e+01,4.196533417321170845e+01
-8.831707388890976063e+01,4.196512951561486915e+01
-8.831690675402805368e+01,4.196438104694090043e+01
-8.831678584877739979e+01,4.196406859036989090e+01
-8.831645195326140652e+01,4.196346759948107774e+01
-8.831611194678407628e+01,4.196298859379997026e+01
-8.831578571787359522e+01,4.196262961737079422e+01
-8.831481277865810853e+01,4.196168295079601762e+01
-8.831442030972698376e+01,4.196122682251550629e+01
-8.831422386354412879e+01,4.196093643049586319e+01
-8.831411402329725036e+01,4.196073561713058808e+01
-8.831395284648394295e+01,4.196031910832290635e+01
-8.831385808769670120e+01,4.195989117895206988e+01
-8.831373007419985299e+01,4.195881075494109069e+01
-8.831355731631470007e+01,4.195773374690492830e+01
-8.831348072652488668e+01,4.195741347517854081e+01
-8.831318763894778101e+01,4.195657399579225455e+01
-8.831290312362141037e+01,4.195507067868928175e+01
-8.831288995080765858e+01,4.195485400381823382e+01
-8.831290235082701656e+01,4.195452878248073603e+01
-8.831309998579041576e+01,4.195258217865379891e+01
-8.831308367948770410e+01,4.195214857609961001e+01
-8.831300307054766563e+01,4.195139171241975617e+01
-8.831293408056569660e+01,4.195107053737809366e+01
-8.831286124170226515e+01,4.195086056152550924e+01
-8.831241347987176482e+01,4.194982867875468457e+01
-8.831221753494418181e+01,4.194942027710077070e+01
-8.831218642820184073e+01,4.194931441121556759e+01
-8.831226261129978639e+01,4.194758154934304883e+01
-8.831221897744025284e+01,4.194714902677481660e+01
-8.831205675111702647e+01,4.194628987423698163e+01
-8.831198412911273010e+01,4.194531529582307172e+01
-8.831193172591824236e+01,4.194510213670999121e+01
-8.831163685513023154e+01,4.194437566846080045e+01
-8.831144143421278159e+01,4.194374144476688571e+01
-8.831132256163617456e+01,4.194320657893254634e+01
-8.831129026505416846e+01,4.194277363278534665e+01
-8.831130423789390704e+01,4.194255699278296134e+01
-8.831134235842483804e+01,4.194234199193556378e+01
-8.831145034826833751e+01,4.194202704633139689e+01
-8.831156105057711159e+01,4.194182661038882287e+01
-8.831198323379314274e+01,4.194125769245024316e+01
-8.831251951044872328e+01,4.194024992535745611e+01
-8.831271997932843476e+01,4.193996109123273897e+01
-8.831310824390679670e+01,4.193950299407392635e+01
-8.831316492939805585e+01,4.193940321325024456e+01
-8.831333333225742876e+01,4.193898807663211414e+01
-8.831357478977749054e+01,4.193859384708674298e+01
-8.831433903279597075e+01,4.193767162129273629e+01
-8.831447634185967388e+01,4.193748047311074600e+01
-8.831489416565187867e+01,4.193678852065390572e+01
-8.831504526559619705e+01,4.193660333384410421e+01
-8.831538124524338684e+01,4.193624948400875496e+01
-8.831555543580530809e+01,4.193595189958061553e+01
-8.831567389219443953e+01,4.193563881927276782e+01
-8.831598899358664312e+01,4.193458006426435247e+01
-8.831611823829204866e+01,4.193426937593665116e+01
-8.831641256731050760e+01,4.193365709242505091e+01
-8.831646639912098351e+01,4.193344408362469977e+01
-8.831653562555483461e+01,4.193290427306283874e+01
-8.831659224903378913e+01,4.193269160962202591e+01
-8.831699027345565867e+01,4.193187711765358472e+01
-8.831716540298710072e+01,4.193123969716023680e+01
-8.831731974233917981e+01,4.193082146757912199e+01
-8.831737142264505280e+01,4.193060811953713340e+01
-8.831741035960833131e+01,4.193017538344557238e+01
-8.831739170185339560e+01,4.192985048119115277e+01
-8.831734235219364848e+01,4.192963682202391595e+01
-8.831710877615471134e+01,4.192900993881552552e+01
-8.831704329974449763e+01,4.192868849442862711e+01
-8.831703358173713525e+01,4.192847174498582774e+01
-8.831705069194254065e+01,4.192825525322802349e+01
-8.831712922677570532e+01,4.192793548780827706e+01
-8.831721849187076145e+01,4.192772913649039879e+01
-8.831733431426890490e+01,4.192753025829836844e+01
-8.831747176892856999e+01,4.192733918700359652e+01
-8.831770622068002297e+01,4.192706496555670981e+01
-8.831815076136844311e+01,4.192663651782604717e+01
-8.831846990794086594e+01,4.192641551393877819e+01
-8.831869985701325731e+01,4.192614069539587263e+01
-8.831909248217685615e+01,4.192582107213342368e+01
-8.831927071235703863e+01,4.192564999159021966e+01
-8.831940294133526947e+01,4.192545721409885573e+01
-8.831949232068534172e+01,4.192525093624008292e+01
-8.831963040312864166e+01,4.192471869272481655e+01
-8.831966290529946662e+01,4.192450315170634667e+01
-8.831966990546231955e+01,4.192428637394683477e+01
-8.831961338000245121e+01,4.192396415704285317e+01
-8.831949574518033330e+01,4.192365098216506425e+01
-8.831909544346244445e+01,4.192283638552582659e+01
-8.831862312559154304e+01,4.192216469668951362e+01
-8.831852235972442600e+01,4.192196140899647361e+01
-8.831844751979494390e+01,4.192175200391549339e+01
-8.831822488969480389e+01,4.192147240082010740e+01
-8.831782020192881077e+01,4.192116228208853812e+01
-8.831756067950283295e+01,4.192090130218503674e+01
-8.831728545597869129e+01,4.192051947637720843e+01
-8.831673388632331978e+01,4.191963440724629208e+01
-8.831634300157257655e+01,4.191893357803475340e+01
-8.831616223544163802e+01,4.191852160204899747e+01
-8.831612180968758707e+01,4.191830702446760171e+01
-8.831612144639950657e+01,4.191819859214802335e+01
-8.831617182432125901e+01,4.191798556911281537e+01
-8.831622886727183186e+01,4.191788593979315181e+01
-8.831631013254414597e+01,4.191779621527150823e+01
-8.831641470685332251e+01,4.191772117316794066e+01
-8.831653762531300345e+01,4.191766366026438106e+01
-8.831667264916100635e+01,4.191762401164330498e+01
-8.831681446309477224e+01,4.191760100464342997e+01
-8.831710420162123398e+01,4.191759788138586629e+01
-8.831738729681427458e+01,4.191764447242596958e+01
-8.831765134164086817e+01,4.191773408949857327e+01
-8.831800299427501955e+01,4.191792529275030432e+01
-8.831821019955616237e+01,4.191807720291019024e+01
-8.831839831897855220e+01,4.191824243209430279e+01
-8.831865233573853402e+01,4.191850671726393784e+01
-8.831919232995628022e+01,4.191915000948111469e+01
-8.831944784522751490e+01,4.191941345716606548e+01
